model,feature,feature_type,training_missing_pct,training_unique_non_missing,kept,reason
Ridge — socioeconomic only,delta_feature__welfare__אחוז מקבלי השלמת הכנסה מבין מקבלי קצבאות זקנה ושאירים (סוף שנה,numeric,0.22271714922048996,189,True,kept
Ridge — socioeconomic only,"delta_feature__welfare__מקבלי גמלת הבטחת הכנסה (נפשות, במשך השנה",numeric,5.56792873051225,145,True,kept
Ridge — socioeconomic only,delta_feature__welfare__מקבלי גמלאות סיעוד (סוף שנה,numeric,0.6681514476614699,149,True,kept
Ridge — socioeconomic only,delta_feature__welfare__מקבלי גמלאות נכות כללית (סוף שנה,numeric,0.22271714922048996,94,True,kept
Ridge — socioeconomic only,delta_feature__welfare__מקבלי גמלאות ניידות (סוף שנה,numeric,0.22271714922048996,29,True,kept
Ridge — socioeconomic only,delta_feature__welfare__מקבלי גמלאות נכות מעבודה ותלויים (סוף שנה,numeric,0.6681514476614699,29,True,kept
Ridge — socioeconomic only,"delta_feature__welfare__אחוז המבוטחים בקופ""ח מתוך סך כל המבוטחים כללית",numeric,0.22271714922048996,65,True,kept
Ridge — socioeconomic only,"delta_feature__welfare__אחוז המבוטחים בקופ""ח מתוך סך כל המבוטחים מכבי",numeric,0.22271714922048996,67,True,kept
Ridge — socioeconomic only,"delta_feature__welfare__אחוז המבוטחים בקופ""ח מתוך סך כל המבוטחים מאוחדת",numeric,0.22271714922048996,74,True,kept
Ridge — socioeconomic only,"delta_feature__welfare__אחוז המבוטחים בקופ""ח מתוך סך כל המבוטחים לאומית",numeric,0.22271714922048996,60,True,kept
Ridge — socioeconomic only,"delta_feature__welfare__מספר משפחות של מקבלי קצבאות  בגין ילדים (סוף שנה) סה""כ",numeric,0.22271714922048996,118,True,kept
Ridge — socioeconomic only,delta_feature__welfare__מספר משפחות של מקבלי קצבאות  בגין ילדים (סוף שנה) עם 2-1 ילדים במשפחה,numeric,0.22271714922048996,118,True,kept
Ridge — socioeconomic only,delta_feature__welfare__מספר משפחות של מקבלי קצבאות  בגין ילדים (סוף שנה) עם 4-3 ילדים במשפחה,numeric,0.22271714922048996,113,True,kept
Ridge — socioeconomic only,delta_feature__welfare__מספר משפחות של מקבלי קצבאות  בגין ילדים (סוף שנה) עם 5 ילדים ויותר במשפחה,numeric,5.79064587973274,63,True,kept
Ridge — socioeconomic only,"delta_feature__welfare__מספר ילדים שבגינם שולמו קצבאות סה""כ",numeric,0.22271714922048996,164,True,kept
Ridge — socioeconomic only,delta_feature__welfare__מספר ילדים שבגינם שולמו קצבאות במשפחות עם 2-1 ילדים,numeric,0.22271714922048996,138,True,kept
Ridge — socioeconomic only,delta_feature__welfare__מספר ילדים שבגינם שולמו קצבאות במשפחות עם 4-3 ילדים,numeric,0.22271714922048996,161,True,kept
Ridge — socioeconomic only,delta_feature__welfare__מספר ילדים שבגינם שולמו קצבאות במשפחות עם 5 ילדים ויותר,numeric,0.22271714922048996,131,True,kept
Ridge — socioeconomic only,delta_feature__welfare_engineered__children_in_families_with_5plus_children_per_1000,numeric,15.14476614699332,191,True,kept
Ridge — history + levels,previous_clr_Right,numeric,0.0,449,True,kept
Ridge — history + levels,previous_clr_Center_Left,numeric,0.0,449,True,kept
Ridge — history + levels,previous_clr_Haredi,numeric,0.0,449,True,kept
Ridge — history + levels,previous_clr_Arab,numeric,0.0,449,True,kept
Ridge — history + levels,previous_turnout_pct,numeric,0.0,449,True,kept
Ridge — history + levels,previous_log_valid_votes,numeric,0.0,443,True,kept
Ridge — history + levels,locality_type,categorical,0.0,5,True,kept
Ridge — history + levels,"current_feature__demographic__צפיפות אוכלוסייה לקמ''ר ביישובים שמנו 5,000 תושבים ויותר",numeric,25.16703786191537,333,True,kept
Ridge — history + levels,"current_feature__demographic__סה""כ  אוכלוסייה בסוף השנה",numeric,12.47216035634744,391,True,kept
Ridge — history + levels,current_feature__demographic__סך כל הישראלים,numeric,57.23830734966593,192,False,missingness_above_threshold
Ridge — history + levels,current_feature__demographic__יהודים ואחרים (אחוזים מתוך כלל אוכלוסיית הישראלים,numeric,35.634743875278396,67,False,missingness_above_threshold
Ridge — history + levels,"current_feature__demographic__יהודים 
(אחוזים מתוך יהודים ואחרים",numeric,33.630289532293986,171,False,missingness_above_threshold
Ridge — history + levels,current_feature__demographic__ערבים (אחוזים מתוך כלל אוכלוסיית הישראלים,numeric,60.57906458797328,46,False,missingness_above_threshold
Ridge — history + levels,current_feature__demographic__מוסלמים (אחוזים מתוך האוכלוסייה הערבית,numeric,41.202672605790646,131,False,missingness_above_threshold
Ridge — history + levels,current_feature__demographic__נוצרים (אחוזים מתוך האוכלוסייה הערבית,numeric,64.81069042316258,120,False,missingness_above_threshold
Ridge — history + levels,current_feature__demographic__דרוזים (אחוזים מתוך האוכלוסייה הערבית,numeric,73.71937639198218,76,False,missingness_above_threshold
Ridge — history + levels,"current_feature__demographic__סה""כ גברים בסוף השנה",numeric,12.47216035634744,387,True,kept
Ridge — history + levels,"current_feature__demographic__סה""כ נשים בסוף השנה",numeric,12.47216035634744,388,True,kept
Ridge — history + levels,current_feature__demographic__אחוז באוכלוסייה בסוף השנה בני 4-0,numeric,12.47216035634744,246,True,kept
Ridge — history + levels,current_feature__demographic__אחוז באוכלוסייה בסוף השנה בני 9-5,numeric,12.47216035634744,224,True,kept
Ridge — history + levels,current_feature__demographic__אחוז באוכלוסייה בסוף השנה בני 14-10,numeric,12.47216035634744,223,True,kept
Ridge — history + levels,current_feature__demographic__אחוז באוכלוסייה בסוף השנה בני 19-15,numeric,12.47216035634744,218,True,kept
Ridge — history + levels,current_feature__demographic__אחוז באוכלוסייה בסוף השנה בני 29-20,numeric,12.47216035634744,326,True,kept
Ridge — history + levels,current_feature__demographic__אחוז באוכלוסייה בסוף השנה בני 44-30,numeric,12.47216035634744,322,True,kept
Ridge — history + levels,current_feature__demographic__אחוז באוכלוסייה בסוף השנה בני 59-45,numeric,12.47216035634744,326,True,kept
Ridge — history + levels,current_feature__demographic__אחוז באוכלוסייה בסוף השנה בני 64-60,numeric,12.47216035634744,189,True,kept
Ridge — history + levels,current_feature__demographic__אחוז באוכלוסייה בסוף השנה בני 65 ומעלה,numeric,12.47216035634744,304,True,kept
Ridge — history + levels,current_feature__demographic__אחוז באוכלוסייה בסוף השנה בני 17-0,numeric,12.47216035634744,312,True,kept
Ridge — history + levels,current_feature__demographic__אחוז באוכלוסייה בסוף השנה בני 75 ומעלה,numeric,12.47216035634744,244,True,kept
Ridge — history + levels,"current_feature__demographic__יחס תלות (ל-1,000 תושבים בלתי תלויים",numeric,12.47216035634744,346,True,kept
Ridge — history + levels,current_feature__demographic__לידות חי,numeric,12.47216035634744,317,True,kept
Ridge — history + levels,current_feature__demographic__שיעור פריון כולל,numeric,38.75278396436526,148,False,missingness_above_threshold
Ridge — history + levels,current_feature__demographic__פטירות תינוקות (ממוצע,numeric,26.057906458797326,50,True,kept
Ridge — history + levels,"current_feature__demographic__שיעור פטירות תינוקות ל-1,000 לידות חי",numeric,89.53229398663697,32,False,missingness_above_threshold
Ridge — history + levels,current_feature__demographic__פטירות,numeric,12.47216035634744,204,True,kept
Ridge — history + levels,"current_feature__demographic__שיעור פטירות מתוקנן ל-1,000 תושבים",numeric,15.14476614699332,215,True,kept
Ridge — history + levels,"current_feature__demographic__ריבוי טבעי
סה""כ",numeric,12.47216035634744,302,True,kept
Ridge — history + levels,"current_feature__demographic__ריבוי טבעי  ל-1,000 תושבים",numeric,12.47216035634744,355,True,kept
Ridge — history + levels,current_feature__demographic__אחוז גידול האוכלוסייה לעומת השנה הקודמת,numeric,12.47216035634744,259,True,kept
Ridge — history + levels,current_feature__demographic__אחוז עולי 1990+ מסך האוכלוסייה,numeric,12.47216035634744,167,True,kept
Ridge — history + levels,current_feature__demographic__השתקעות ראשונה של עולים,numeric,36.30289532293987,130,False,missingness_above_threshold
Ridge — history + levels,current_feature__demographic__אחוז עולים בהשתקעות ראשונה בני 17-0,numeric,35.634743875278396,158,False,missingness_above_threshold
Ridge — history + levels,current_feature__demographic__אחוז עולים בהשתקעות ראשונה בני 44-18,numeric,33.18485523385301,152,False,missingness_above_threshold
Ridge — history + levels,current_feature__demographic__אחוז עולים בהשתקעות ראשונה בני 64-45,numeric,32.962138084632514,152,False,missingness_above_threshold
Ridge — history + levels,current_feature__demographic__אחוז עולים בהשתקעות ראשונה בני 65 ומעלה,numeric,32.962138084632514,134,False,missingness_above_threshold
Ridge — history + levels,"current_feature__demographic__מאזן הגירה ביישוב
סה""כ",numeric,12.91759465478842,286,True,kept
Ridge — history + levels,current_feature__demographic__מאזן הגירה פנימית,numeric,14.03118040089087,275,True,kept
Ridge — history + levels,"current_feature__demographic__נכנסים מיישובים אחרים סה""כ",numeric,13.585746102449889,322,True,kept
Ridge — history + levels,current_feature__demographic__נכנסים מיישובים אחרים גברים,numeric,14.03118040089087,269,True,kept
Ridge — history + levels,current_feature__demographic__נכנסים מיישובים אחרים נשים,numeric,13.585746102449889,298,True,kept
Ridge — history + levels,current_feature__demographic__נכנסים מיישובים אחרים עד גיל 14,numeric,14.476614699331849,256,True,kept
Ridge — history + levels,current_feature__demographic__נכנסים מיישובים אחרים גיל 29-15,numeric,14.253897550111358,244,True,kept
Ridge — history + levels,current_feature__demographic__נכנסים מיישובים אחרים גיל 64-30,numeric,14.03118040089087,258,True,kept
Ridge — history + levels,current_feature__demographic__נכנסים מיישובים אחרים גיל 65 ומעלה,numeric,40.089086859688194,133,False,missingness_above_threshold
Ridge — history + levels,"current_feature__demographic__יוצאים ליישובים אחרים סה""כ",numeric,12.47216035634744,327,True,kept
Ridge — history + levels,current_feature__demographic__יוצאים ליישובים אחרים גברים,numeric,13.808463251670378,274,True,kept
Ridge — history + levels,current_feature__demographic__יוצאים ליישובים אחרים נשים,numeric,13.140311804008908,290,True,kept
Ridge — history + levels,current_feature__demographic__יוצאים ליישובים אחרים עד גיל 14,numeric,14.92204899777283,247,True,kept
Ridge — history + levels,current_feature__demographic__יוצאים ליישובים אחרים גיל 29-15,numeric,13.140311804008908,254,True,kept
Ridge — history + levels,current_feature__demographic__יוצאים ליישובים אחרים גיל 64-30,numeric,14.03118040089087,255,True,kept
Ridge — history + levels,current_feature__demographic__יוצאים ליישובים אחרים גיל 65 ומעלה,numeric,39.643652561247215,137,False,missingness_above_threshold
Ridge — history + levels,current_feature__demographic__הגירה בתוך הרשות המקומית,numeric,23.385300668151448,278,True,kept
Ridge — history + levels,"current_feature__demographic__נישאים סה""כ גברים ונשים",numeric,12.694877505567929,295,True,kept
Ridge — history + levels,"current_feature__demographic__נישאים שיעור ל-1,000 תושבים לא נשואים בני 15 ומעלה",numeric,12.694877505567929,283,True,kept
Ridge — history + levels,"current_feature__demographic__מתגרשים סה""כ גברים ונשים",numeric,13.140311804008908,184,True,kept
Ridge — history + levels,"current_feature__demographic__מתגרשים שיעור ל-1,000 תושבים נשואים בני 15 ומעלה",numeric,14.253897550111358,123,True,kept
Ridge — history + levels,current_feature__demographic__ערבים (אחוזים,numeric,79.73273942093542,19,False,missingness_above_threshold
Ridge — history + levels,current_feature__demographic__אוכלוסיית דיור משותף (אחוז מתוך אוכלוסיית הרשות) סך מוסדות דיור משותף ברשות,numeric,78.17371937639199,28,False,missingness_above_threshold
Ridge — history + levels,current_feature__demographic__אוכלוסיית דיור משותף (אחוז מתוך אוכלוסיית הרשות) סך דיירי דיור משותף ברשות,numeric,78.17371937639199,93,False,missingness_above_threshold
Ridge — history + levels,current_feature__demographic__אוכלוסיית דיור משותף (אחוז מתוך אוכלוסיית הרשות) אחוז דיירים בבתי אבות ובדיור מוגן,numeric,85.96881959910914,49,False,missingness_above_threshold
Ridge — history + levels,current_feature__demographic__אוכלוסיית דיור משותף (אחוז מתוך אוכלוסיית הרשות) אחוז דיירים במוסדות חינוך,numeric,87.30512249443207,44,False,missingness_above_threshold
Ridge — history + levels,current_feature__demographic__אוכלוסיית דיור משותף (אחוז מתוך אוכלוסיית הרשות) אחוז דיירים במוסדות דת,numeric,86.19153674832963,52,False,missingness_above_threshold
Ridge — history + levels,current_feature__demographic__אוכלוסיית דיור משותף (אחוז מתוך אוכלוסיית הרשות) אחוז דיירים במוסדות אשפוז כולל הוסטלים,numeric,84.18708240534521,52,False,missingness_above_threshold
Ridge — history + levels,current_feature__demographic__אוכלוסיית דיור משותף (אחוז מתוך אוכלוסיית הרשות) אחוז דיירים במוסדות אחרים,numeric,85.07795100222717,42,False,missingness_above_threshold
Ridge — history + levels,current_feature__demographic__יהודים ואחרים (אחוזים,numeric,100.0,0,False,missingness_above_threshold
Ridge — history + levels,"current_feature__education__ילדים בגנים של משרד החינוך סה""כ",numeric,10.46770601336303,378,True,kept
Ridge — history + levels,current_feature__education__ילדים בגנים של משרד החינוך גיל 3,numeric,10.46770601336303,332,True,kept
Ridge — history + levels,current_feature__education__ילדים בגנים של משרד החינוך גיל 4,numeric,10.46770601336303,327,True,kept
Ridge — history + levels,current_feature__education__ילדים בגנים של משרד החינוך גיל 5,numeric,10.46770601336303,333,True,kept
Ridge — history + levels,current_feature__education__ילדים בגנים של משרד החינוך גיל 6,numeric,16.926503340757236,152,True,kept
Ridge — history + levels,"current_feature__education__בתי ספר סה""כ",numeric,10.913140311804009,74,True,kept
Ridge — history + levels,current_feature__education__בתי ספר יסודיים,numeric,11.358574610244988,59,True,kept
Ridge — history + levels,current_feature__education__בתי ספר על-יסודיים,numeric,16.926503340757236,56,True,kept
Ridge — history + levels,current_feature__education__בתי ספר חטיבות ביניים,numeric,21.826280623608017,26,True,kept
Ridge — history + levels,current_feature__education__בתי ספר תיכוניים,numeric,20.93541202672606,44,True,kept
Ridge — history + levels,"current_feature__education__כיתות סה""כ",numeric,11.1358574610245,268,True,kept
Ridge — history + levels,current_feature__education__כיתות בבתי ספר יסודיים,numeric,11.358574610244988,215,True,kept
Ridge — history + levels,current_feature__education__כיתות בבתי ספר על-יסודיים,numeric,16.926503340757236,188,True,kept
Ridge — history + levels,current_feature__education__כיתות בחטיבות ביניים,numeric,21.826280623608017,115,True,kept
Ridge — history + levels,current_feature__education__כיתות בבתי ספר תיכוניים,numeric,20.93541202672606,148,True,kept
Ridge — history + levels,"current_feature__education__תלמידים סה""כ",numeric,11.1358574610245,392,True,kept
Ridge — history + levels,current_feature__education__תלמידים בבתי ספר יסודיים,numeric,11.358574610244988,390,True,kept
Ridge — history + levels,current_feature__education__תלמידים בבתי ספר על-יסודיים,numeric,16.926503340757236,357,True,kept
Ridge — history + levels,current_feature__education__תלמידים בחטיבות ביניים,numeric,21.826280623608017,314,True,kept
Ridge — history + levels,current_feature__education__תלמידים בבתי ספר תיכוניים,numeric,20.93541202672606,335,True,kept
Ridge — history + levels,current_feature__education__ממוצע תלמידים לכיתה בבתי ספר יסודיים,numeric,10.46770601336303,303,True,kept
Ridge — history + levels,"current_feature__education__אחוז תלמידים נושרים סה""כ",numeric,20.26726057906459,193,True,kept
Ridge — history + levels,current_feature__education__אחוז תלמידים נושרים בנים,numeric,36.525612472160354,197,False,missingness_above_threshold
Ridge — history + levels,current_feature__education__אחוז תלמידים נושרים בנות,numeric,38.97550111358575,133,False,missingness_above_threshold
Ridge — history + levels,current_feature__education__אחוז זכאים לתעודת בגרות מבין תלמידי כיתות יב,numeric,12.91759465478842,371,True,kept
Ridge — history + levels,current_feature__education__אחוז זכאים לתעודת בגרות שעמדו בדרישות הסף של האוניברסיטאות מבין תלמידי כיתות יב,numeric,12.91759465478842,379,True,kept
Ridge — history + levels,current_feature__education__השכלה גבוהה אחוז בעלי תארים מישראל מתוך אוכלוסיית בני 55-35,numeric,10.46770601336303,342,True,kept
Ridge — history + levels,current_feature__education__השכלה גבוהה אחוז הנכנסים להשכלה גבוהה בתוך 8 שנים בקרב תלמידי יב,numeric,28.73051224944321,231,True,kept
Ridge — history + levels,current_feature__education__השכלה גבוהה אחוז סטודנטים מתוך אוכלוסיית בני 25-20,numeric,10.46770601336303,366,True,kept
Ridge — history + levels,current_feature__education__השכלה גבוהה אחוז סטודנטים מתוך כלל האוכלוסייה,numeric,10.46770601336303,255,True,kept
Ridge — history + levels,current_feature__education__עובדי הוראה מספר עובדי הוראה,numeric,16.926503340757236,319,True,kept
Ridge — history + levels,current_feature__education__עובדי הוראה ממוצע שעות עבודה לשבוע,numeric,16.926503340757236,81,True,kept
Ridge — history + levels,current_feature__education__עובדי הוראה אחוז עובדי הוראה חדשים,numeric,17.37193763919822,297,True,kept
Ridge — history + levels,current_feature__education__עובדי הוראה אחוז שעות היעדרות מסך שעות עבודה שנתיות,numeric,16.926503340757236,73,True,kept
Ridge — history + levels,current_feature__education__עובדי הוראה ממוצע שנות ותק מוכרות בהוראה,numeric,16.926503340757236,91,True,kept
Ridge — history + levels,current_feature__education__עובדי הוראה אחוז בעלי דרגת שכר תואר שני ומעלה,numeric,16.926503340757236,350,True,kept
Ridge — history + levels,current_feature__education__עובדי הוראה אחוז עובדי הוראה משתלמים מכלל עובדי הוראה,numeric,16.926503340757236,286,True,kept
Ridge — history + levels,current_feature__education__עובדי הוראה ממוצע תלמידים למורה,numeric,17.14922048997773,288,True,kept
Ridge — history + levels,current_feature__education__עובדי הוראה ממוצע שעות עבודה שבועיות לתלמיד,numeric,17.14922048997773,170,True,kept
Ridge — history + levels,"current_feature__income__שכר ממוצע לחודש של שכירים (ש""ח) כלל השכירים",numeric,6.23608017817372,421,True,kept
Ridge — history + levels,"current_feature__income__שכר ממוצע לחודש של שכירים (ש""ח) גברים",numeric,6.23608017817372,418,True,kept
Ridge — history + levels,"current_feature__income__שכר ממוצע לחודש של שכירים (ש""ח) נשים",numeric,6.23608017817372,417,True,kept
Ridge — history + levels,current_feature__income__אחוז שינוי ריאלי לעומת השנה הקודמת של שכר ממוצע לחודש של שכירים כלל השכירים,numeric,50.11135857461024,185,False,missingness_above_threshold
Ridge — history + levels,current_feature__income__אחוז שינוי ריאלי לעומת השנה הקודמת של שכר ממוצע לחודש של שכירים גברים,numeric,50.11135857461024,190,False,missingness_above_threshold
Ridge — history + levels,current_feature__income__אחוז שינוי ריאלי לעומת השנה הקודמת של שכר ממוצע לחודש של שכירים נשים,numeric,50.11135857461024,197,False,missingness_above_threshold
Ridge — history + levels,current_feature__income__מספר השכירים,numeric,50.11135857461024,222,False,missingness_above_threshold
Ridge — history + levels,current_feature__income__אחוז השכירים המשתכרים עד שכר מינימום,numeric,50.11135857461024,162,False,missingness_above_threshold
Ridge — history + levels,current_feature__income__מספר העצמאים,numeric,50.11135857461024,209,False,missingness_above_threshold
Ridge — history + levels,"current_feature__income__הכנסה ממוצעת לחודש של העצמאים (ש""ח",numeric,50.11135857461024,224,False,missingness_above_threshold
Ridge — history + levels,current_feature__income__אחוז שינוי ריאלי של הכנסה ממוצעת לחודש של העצמאים לעומת השנה הקודמת,numeric,50.11135857461024,207,False,missingness_above_threshold
Ridge — history + levels,current_feature__income__אחוז העצמאים המשתכרים עד מחצית השכר הממוצע,numeric,50.11135857461024,143,False,missingness_above_threshold
Ridge — history + levels,"current_feature__income__מדד אי-השוויון שכירים (מדד ג'יני, 0 שוויון מלא",numeric,50.11135857461024,26,False,missingness_above_threshold
Ridge — history + levels,current_feature__income__כלל בעלי הכנסה מספר,numeric,100.0,0,False,missingness_above_threshold
Ridge — history + levels,current_feature__income__כלל בעלי הכנסה שכר ממוצע,numeric,100.0,0,False,missingness_above_threshold
Ridge — history + levels,current_feature__income__גברים מספר בעלי הכנסה,numeric,100.0,0,False,missingness_above_threshold
Ridge — history + levels,current_feature__income__גברים שכר ממוצע,numeric,100.0,0,False,missingness_above_threshold
Ridge — history + levels,current_feature__income__נשים מספר בעלי הכנסה,numeric,100.0,0,False,missingness_above_threshold
Ridge — history + levels,current_feature__income__נשים שכר ממוצע,numeric,100.0,0,False,missingness_above_threshold
Ridge — history + levels,current_feature__income__בעלי הכנסה משכר מספר,numeric,100.0,0,False,missingness_above_threshold
Ridge — history + levels,current_feature__income__בעלי הכנסה משכר שכר ממוצע,numeric,100.0,0,False,missingness_above_threshold
Ridge — history + levels,current_feature__income__בעלי הכנסה עסקית מספר,numeric,100.0,0,False,missingness_above_threshold
Ridge — history + levels,current_feature__income__בעלי הכנסה עסקית שכר ממוצע,numeric,100.0,0,False,missingness_above_threshold
Ridge — history + levels,current_feature__income__בעלי הכנסה משכר ועסקית מספר,numeric,100.0,0,False,missingness_above_threshold
Ridge — history + levels,current_feature__income__בעלי הכנסה משכר ועסקית שכר ממוצע,numeric,100.0,0,False,missingness_above_threshold
Ridge — history + levels,current_feature__income__שכירים השתכרים מתחת לשכר המינימום מספר,numeric,100.0,0,False,missingness_above_threshold
Ridge — history + levels,current_feature__income_standard__avg_monthly_wage_total,numeric,6.23608017817372,421,True,kept
Ridge — history + levels,current_feature__income_standard__avg_monthly_wage_men,numeric,6.23608017817372,418,True,kept
Ridge — history + levels,current_feature__income_standard__avg_monthly_wage_women,numeric,6.23608017817372,417,True,kept
Ridge — history + levels,current_feature__income_standard__pct_below_minimum_wage_direct,numeric,50.11135857461024,162,False,missingness_above_threshold
Ridge — history + levels,current_feature__income_standard__below_minimum_wage_count,numeric,100.0,0,False,missingness_above_threshold
Ridge — history + levels,current_feature__income_standard__income_earner_count,numeric,50.11135857461024,222,False,missingness_above_threshold
Ridge — history + levels,current_feature__income_standard__gini_wage,numeric,50.11135857461024,26,False,missingness_above_threshold
Ridge — history + levels,current_feature__income_standard__gender_wage_ratio,numeric,6.23608017817372,421,True,kept
Ridge — history + levels,current_feature__income_standard__pct_below_minimum_wage,numeric,50.11135857461024,162,False,missingness_above_threshold
Ridge — history + levels,current_feature__income_standard__gini_wage_2019_static,numeric,6.23608017817372,26,True,kept
Ridge — history + levels,"current_feature__welfare__מספר מקבלי דמי אבטלה 
(סה""כ שנתי",numeric,0.22271714922048996,419,True,kept
Ridge — history + levels,"current_feature__welfare__אחוז מקבלי דמי אבטלה מבני 67-20
(שנתי",numeric,0.22271714922048996,387,True,kept
Ridge — history + levels,"current_feature__welfare__מקבלי דמי אבטלה 
(ממוצע חודשי) סה""כ",numeric,0.4454342984409799,366,True,kept
Ridge — history + levels,"current_feature__welfare__מקבלי דמי אבטלה 
(ממוצע חודשי) גברים",numeric,1.55902004454343,319,True,kept
Ridge — history + levels,"current_feature__welfare__אחוז מקבלי דמי אבטלה מבני 67-20
(ממוצע חודשי",numeric,0.4454342984409799,321,True,kept
Ridge — history + levels,"current_feature__welfare__גיל ממוצע של מקבלי דמי אבטלה
(לא כולל חיילים",numeric,0.22271714922048996,205,True,kept
Ridge — history + levels,"current_feature__welfare__דמי אבטלה ממוצעים ליום
(ש""ח",numeric,0.22271714922048996,309,True,kept
Ridge — history + levels,"current_feature__welfare__ימי זכאות לדמי אבטלה
(ממוצע שנתי",numeric,0.22271714922048996,238,True,kept
Ridge — history + levels,"current_feature__welfare__ניצול ימי אבטלה בשנה 
(ממוצע שנתי",numeric,0.22271714922048996,247,True,kept
Ridge — history + levels,"current_feature__welfare__ניצול ימי אבטלה בשנה 
(חציון שנתי",numeric,0.22271714922048996,98,True,kept
Ridge — history + levels,"current_feature__welfare__מקבלי הכשרה מקצועית
סה""כ",numeric,96.65924276169265,9,False,missingness_above_threshold
Ridge — history + levels,"current_feature__welfare__מקבלי קצבאות זקנה ושאירים סה""כ (סוף שנה",numeric,0.22271714922048996,419,True,kept
Ridge — history + levels,current_feature__welfare__אחוז מקבלי השלמת הכנסה מבין מקבלי קצבאות זקנה ושאירים (סוף שנה,numeric,0.22271714922048996,430,True,kept
Ridge — history + levels,"current_feature__welfare__מקבלי גמלת הבטחת הכנסה (נפשות, במשך השנה",numeric,3.5634743875278394,369,True,kept
Ridge — history + levels,current_feature__welfare__מקבלי גמלאות סיעוד (סוף שנה,numeric,0.6681514476614699,353,True,kept
Ridge — history + levels,current_feature__welfare__מקבלי גמלאות נכות כללית (סוף שנה,numeric,0.22271714922048996,390,True,kept
Ridge — history + levels,current_feature__welfare__מקבלי גמלאות ניידות (סוף שנה,numeric,0.22271714922048996,207,True,kept
Ridge — history + levels,current_feature__welfare__מקבלי גמלאות נכות מעבודה ותלויים (סוף שנה,numeric,0.6681514476614699,194,True,kept
Ridge — history + levels,"current_feature__welfare__אחוז המבוטחים בקופ""ח מתוך סך כל המבוטחים כללית",numeric,0.22271714922048996,323,True,kept
Ridge — history + levels,"current_feature__welfare__אחוז המבוטחים בקופ""ח מתוך סך כל המבוטחים מכבי",numeric,0.22271714922048996,275,True,kept
Ridge — history + levels,"current_feature__welfare__אחוז המבוטחים בקופ""ח מתוך סך כל המבוטחים מאוחדת",numeric,0.22271714922048996,218,True,kept
Ridge — history + levels,"current_feature__welfare__אחוז המבוטחים בקופ""ח מתוך סך כל המבוטחים לאומית",numeric,0.22271714922048996,191,True,kept
Ridge — history + levels,"current_feature__welfare__מספר משפחות של מקבלי קצבאות  בגין ילדים (סוף שנה) סה""כ",numeric,0.22271714922048996,425,True,kept
Ridge — history + levels,current_feature__welfare__מספר משפחות של מקבלי קצבאות  בגין ילדים (סוף שנה) עם 2-1 ילדים במשפחה,numeric,0.22271714922048996,417,True,kept
Ridge — history + levels,current_feature__welfare__מספר משפחות של מקבלי קצבאות  בגין ילדים (סוף שנה) עם 4-3 ילדים במשפחה,numeric,0.22271714922048996,406,True,kept
Ridge — history + levels,current_feature__welfare__מספר משפחות של מקבלי קצבאות  בגין ילדים (סוף שנה) עם 5 ילדים ויותר במשפחה,numeric,5.79064587973274,255,True,kept
Ridge — history + levels,"current_feature__welfare__מספר ילדים שבגינם שולמו קצבאות סה""כ",numeric,0.22271714922048996,435,True,kept
Ridge — history + levels,current_feature__welfare__מספר ילדים שבגינם שולמו קצבאות במשפחות עם 2-1 ילדים,numeric,0.22271714922048996,427,True,kept
Ridge — history + levels,current_feature__welfare__מספר ילדים שבגינם שולמו קצבאות במשפחות עם 4-3 ילדים,numeric,0.22271714922048996,435,True,kept
Ridge — history + levels,current_feature__welfare__מספר ילדים שבגינם שולמו קצבאות במשפחות עם 5 ילדים ויותר,numeric,0.22271714922048996,381,True,kept
Ridge — history + levels,current_feature__welfare_engineered__children_in_families_with_5plus_children_per_1000,numeric,12.694877505567929,392,True,kept
Ridge — history + levels + change,previous_clr_Right,numeric,0.0,449,True,kept
Ridge — history + levels + change,previous_clr_Center_Left,numeric,0.0,449,True,kept
Ridge — history + levels + change,previous_clr_Haredi,numeric,0.0,449,True,kept
Ridge — history + levels + change,previous_clr_Arab,numeric,0.0,449,True,kept
Ridge — history + levels + change,previous_turnout_pct,numeric,0.0,449,True,kept
Ridge — history + levels + change,previous_log_valid_votes,numeric,0.0,443,True,kept
Ridge — history + levels + change,locality_type,categorical,0.0,5,True,kept
Ridge — history + levels + change,"current_feature__demographic__צפיפות אוכלוסייה לקמ''ר ביישובים שמנו 5,000 תושבים ויותר",numeric,25.16703786191537,333,True,kept
Ridge — history + levels + change,"current_feature__demographic__סה""כ  אוכלוסייה בסוף השנה",numeric,12.47216035634744,391,True,kept
Ridge — history + levels + change,current_feature__demographic__סך כל הישראלים,numeric,57.23830734966593,192,False,missingness_above_threshold
Ridge — history + levels + change,current_feature__demographic__יהודים ואחרים (אחוזים מתוך כלל אוכלוסיית הישראלים,numeric,35.634743875278396,67,False,missingness_above_threshold
Ridge — history + levels + change,"current_feature__demographic__יהודים 
(אחוזים מתוך יהודים ואחרים",numeric,33.630289532293986,171,False,missingness_above_threshold
Ridge — history + levels + change,current_feature__demographic__ערבים (אחוזים מתוך כלל אוכלוסיית הישראלים,numeric,60.57906458797328,46,False,missingness_above_threshold
Ridge — history + levels + change,current_feature__demographic__מוסלמים (אחוזים מתוך האוכלוסייה הערבית,numeric,41.202672605790646,131,False,missingness_above_threshold
