feature,source_family,transform_type,identity_proxy,original_source_columns,source_years,development_coverage,development_unique_nonmissing,legacy_target_selected_feature,feature_sets,selection_method
"locality_type__סוג_יישוב__יישובים יהודיים 499,999-200,000 תושבים",locality_type,static_identity,True,סוג יישוב,,0.9961888630107982,2,False,history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
"locality_type__סוג_יישוב__יישובים יהודיים 500,000 תושבים ומעלה",locality_type,static_identity,True,סוג יישוב,,0.9961888630107982,2,False,history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
"locality_type__סוג_יישוב__יישובים יהודיים 9,999-5,000 תושבים",locality_type,static_identity,True,סוג יישוב,,0.9961888630107982,2,False,history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
"locality_type__סוג_יישוב__יישובים יהודיים 99,999-50,000 תושבים",locality_type,static_identity,True,סוג יישוב,,0.9961888630107982,2,False,history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
"locality_type__סוג_יישוב__יישובים כפריים אחרים, יהודיים",locality_type,static_identity,True,סוג יישוב,,0.9961888630107982,2,False,history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
"locality_type__סוג_יישוב__יישובים כפריים אחרים, לא-יהודיים",locality_type,static_identity,True,סוג יישוב,,0.9961888630107982,2,False,history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
"locality_type__סוג_יישוב__יישובים לא יהודיים 19,999-10,000 תושבים",locality_type,static_identity,True,סוג יישוב,,0.9961888630107982,2,False,history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
"locality_type__סוג_יישוב__יישובים לא יהודיים 4,999-2,000 תושבים",locality_type,static_identity,True,סוג יישוב,,0.9961888630107982,2,False,history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
"locality_type__סוג_יישוב__יישובים לא יהודיים 49,999-20,000 תושבים",locality_type,static_identity,True,סוג יישוב,,0.9961888630107982,2,False,history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
"locality_type__סוג_יישוב__יישובים לא יהודיים 9,999-5,000 תושבים",locality_type,static_identity,True,סוג יישוב,,0.9961888630107982,2,False,history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
"locality_type__סוג_יישוב__יישובים לא יהודיים 99,999-50,000 תושבים",locality_type,static_identity,True,סוג יישוב,,0.9961888630107982,2,False,history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
"locality_type__סוג_יישוב__יישובים מוסדיים, יהודיים",locality_type,static_identity,True,סוג יישוב,,0.9961888630107982,2,False,history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
locality_type__סוג_יישוב__יישובים קהילתיים,locality_type,static_identity,True,סוג יישוב,,0.9961888630107982,2,False,history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
locality_type__סוג_יישוב__מושבים,locality_type,static_identity,True,סוג יישוב,,0.9961888630107982,2,False,history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
"locality_type__סוג_יישוב__מושבים 4,999-2,000 תושבים",locality_type,static_identity,True,סוג יישוב,,0.9961888630107982,2,False,history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
locality_type__סוג_יישוב__מושבים שיתופיים,locality_type,static_identity,True,סוג יישוב,,0.9961888630107982,2,False,history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
"locality_type__סוג_יישוב__מושבים שיתופיים 4,999-2,000 תושבים",locality_type,static_identity,True,סוג יישוב,,0.9961888630107982,2,False,history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
"locality_type__סוג_יישוב__נקודה שאיננה יישוב (האוכלוסייה כלולה ב""גרים מחוץ ליישובים"")",locality_type,static_identity,True,סוג יישוב,,0.9961888630107982,2,False,history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
locality_type__סוג_יישוב__קיבוצים,locality_type,static_identity,True,סוג יישוב,,0.9961888630107982,2,False,history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
"locality_type__סוג_יישוב__קיבוצים 4,999-2,000 תושבים",locality_type,static_identity,True,סוג יישוב,,0.9961888630107982,2,False,history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
"locality_type__סוג_יישוב__שבטי בדווים (אוכלוסייתם כלולה ב""גרים מחוץ ליישובים"")",locality_type,static_identity,True,סוג יישוב,,0.9961888630107982,2,False,history_plus_locality_identity_diagnostic,target_blind_development_coverage_and_variance
missing__locality_type__צורת_יישוב,locality_type,missing_indicator,True,צורת יישוב,,1.0,2,False,history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__locality_type__type__Arab/Non-Jewish,locality_type,missing_indicator,True,type,,1.0,2,False,history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__locality_type__type__Cities,locality_type,missing_indicator,True,type,,1.0,2,False,history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__locality_type__type__Kibbutzim,locality_type,missing_indicator,True,type,,1.0,2,False,history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__locality_type__type__Moshavim,locality_type,missing_indicator,True,type,,1.0,2,False,history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__locality_type__type__other,locality_type,missing_indicator,True,type,,1.0,2,False,history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
"missing__locality_type__סוג_יישוב__יישובים יהודיים 19,999-10,000 תושבים",locality_type,missing_indicator,True,סוג יישוב,,1.0,2,False,history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
"missing__locality_type__סוג_יישוב__יישובים יהודיים 1999,999-100,000 תושבים",locality_type,missing_indicator,True,סוג יישוב,,1.0,2,False,history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
"missing__locality_type__סוג_יישוב__יישובים יהודיים 4,999-2,000 תושבים",locality_type,missing_indicator,True,סוג יישוב,,1.0,2,False,history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
"missing__locality_type__סוג_יישוב__יישובים יהודיים 49,999-20,000 תושבים",locality_type,missing_indicator,True,סוג יישוב,,1.0,2,False,history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
"missing__locality_type__סוג_יישוב__יישובים יהודיים 499,999-200,000 תושבים",locality_type,missing_indicator,True,סוג יישוב,,1.0,2,False,history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
"missing__locality_type__סוג_יישוב__יישובים יהודיים 500,000 תושבים ומעלה",locality_type,missing_indicator,True,סוג יישוב,,1.0,2,False,history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
"missing__locality_type__סוג_יישוב__יישובים יהודיים 9,999-5,000 תושבים",locality_type,missing_indicator,True,סוג יישוב,,1.0,2,False,history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
"missing__locality_type__סוג_יישוב__יישובים יהודיים 99,999-50,000 תושבים",locality_type,missing_indicator,True,סוג יישוב,,1.0,2,False,history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
"missing__locality_type__סוג_יישוב__יישובים כפריים אחרים, יהודיים",locality_type,missing_indicator,True,סוג יישוב,,1.0,2,False,history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
"missing__locality_type__סוג_יישוב__יישובים כפריים אחרים, לא-יהודיים",locality_type,missing_indicator,True,סוג יישוב,,1.0,2,False,history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
"missing__locality_type__סוג_יישוב__יישובים לא יהודיים 19,999-10,000 תושבים",locality_type,missing_indicator,True,סוג יישוב,,1.0,2,False,history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
"missing__locality_type__סוג_יישוב__יישובים לא יהודיים 4,999-2,000 תושבים",locality_type,missing_indicator,True,סוג יישוב,,1.0,2,False,history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
"missing__locality_type__סוג_יישוב__יישובים לא יהודיים 49,999-20,000 תושבים",locality_type,missing_indicator,True,סוג יישוב,,1.0,2,False,history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
"missing__locality_type__סוג_יישוב__יישובים לא יהודיים 9,999-5,000 תושבים",locality_type,missing_indicator,True,סוג יישוב,,1.0,2,False,history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
"missing__locality_type__סוג_יישוב__יישובים לא יהודיים 99,999-50,000 תושבים",locality_type,missing_indicator,True,סוג יישוב,,1.0,2,False,history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
"missing__locality_type__סוג_יישוב__יישובים מוסדיים, יהודיים",locality_type,missing_indicator,True,סוג יישוב,,1.0,2,False,history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__locality_type__סוג_יישוב__יישובים קהילתיים,locality_type,missing_indicator,True,סוג יישוב,,1.0,2,False,history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__locality_type__סוג_יישוב__מושבים,locality_type,missing_indicator,True,סוג יישוב,,1.0,2,False,history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
"missing__locality_type__סוג_יישוב__מושבים 4,999-2,000 תושבים",locality_type,missing_indicator,True,סוג יישוב,,1.0,2,False,history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__locality_type__סוג_יישוב__מושבים שיתופיים,locality_type,missing_indicator,True,סוג יישוב,,1.0,2,False,history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
"missing__locality_type__סוג_יישוב__מושבים שיתופיים 4,999-2,000 תושבים",locality_type,missing_indicator,True,סוג יישוב,,1.0,2,False,history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
"missing__locality_type__סוג_יישוב__נקודה שאיננה יישוב (האוכלוסייה כלולה ב""גרים מחוץ ליישובים"")",locality_type,missing_indicator,True,סוג יישוב,,1.0,2,False,history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
missing__locality_type__סוג_יישוב__קיבוצים,locality_type,missing_indicator,True,סוג יישוב,,1.0,2,False,history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
"missing__locality_type__סוג_יישוב__קיבוצים 4,999-2,000 תושבים",locality_type,missing_indicator,True,סוג יישוב,,1.0,2,False,history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
"missing__locality_type__סוג_יישוב__שבטי בדווים (אוכלוסייתם כלולה ב""גרים מחוץ ליישובים"")",locality_type,missing_indicator,True,סוג יישוב,,1.0,2,False,history_plus_locality_identity_diagnostic,missingness_indicator_for_selected_feature
