locality_symbol,valid_votes,Right,Center_Left,Haredi,Arab,Other,total_main_blocks,Right_pct,Center_Left_pct,Haredi_pct,Arab_pct,Other_raw_pct,election_locality_name,target_election,year
92,394,47.0,334.0,0.0,0.0,13.0,381.0,12.335958005249344,87.66404199475065,0.0,0.0,3.2994923857868024,גיניגר,Knesset_21,2019
94,324,108.0,197.0,3.0,1.0,15.0,309.0,34.95145631067961,63.75404530744336,0.9708737864077669,0.3236245954692557,4.62962962962963,בלפוריה,Knesset_21,2019
95,428,33.0,368.0,5.0,1.0,21.0,407.0,8.108108108108109,90.41769041769042,1.2285012285012284,0.2457002457002457,4.906542056074766,בית אלפא,Knesset_21,2019
96,929,76.0,836.0,0.0,0.0,17.0,912.0,8.333333333333332,91.66666666666666,0.0,0.0,1.829924650161464,יגור,Knesset_21,2019
97,420,102.0,292.0,4.0,1.0,21.0,399.0,25.563909774436087,73.1829573934837,1.0025062656641603,0.2506265664160401,5.0,מרחביה (מושב),Knesset_21,2019
98,237,47.0,188.0,0.0,0.0,2.0,235.0,20.0,80.0,0.0,0.0,0.8438818565400843,"כפר מל""ל",Knesset_21,2019
99,2105,1356.0,620.0,60.0,23.0,46.0,2059.0,65.85721223895095,30.111704711024768,2.9140359397765905,1.117047110247693,2.1852731591448933,מצפה רמון,Knesset_21,2019
102,54,24.0,25.0,0.0,0.0,5.0,49.0,48.97959183673469,51.02040816326531,0.0,0.0,9.25925925925926,מאיר שפיה,Knesset_21,2019
103,672,201.0,446.0,2.0,1.0,22.0,650.0,30.923076923076927,68.61538461538461,0.3076923076923077,0.15384615384615385,3.273809523809524,תל עדשים,Knesset_21,2019
104,500,27.0,467.0,1.0,0.0,5.0,495.0,5.454545454545454,94.34343434343434,0.20202020202020202,0.0,1.0,מזרע,Knesset_21,2019
106,145,58.0,15.0,69.0,0.0,3.0,142.0,40.845070422535215,10.56338028169014,48.59154929577465,0.0,2.0689655172413794,כפר גדעון,Knesset_21,2019
107,34,12.0,22.0,0.0,0.0,0.0,34.0,35.294117647058826,64.70588235294117,0.0,0.0,0.0,כפר סילבר,Knesset_21,2019
112,392,171.0,184.0,26.0,0.0,11.0,381.0,44.881889763779526,48.29396325459317,6.824146981627297,0.0,2.806122448979592,כפר חסידים א',Knesset_21,2019
113,175,116.0,6.0,50.0,0.0,3.0,172.0,67.44186046511628,3.488372093023256,29.069767441860467,0.0,1.7142857142857144,אדירים,Knesset_21,2019
115,522,65.0,446.0,1.0,0.0,10.0,512.0,12.6953125,87.109375,0.1953125,0.0,1.9157088122605364,חופית,Knesset_21,2019
122,4274,1482.0,2584.0,41.0,4.0,163.0,4111.0,36.04962296278278,62.855752858185355,0.9973242520068111,0.09729992702505473,3.8137576041179226,רמת ישי,Knesset_21,2019
126,545,45.0,484.0,2.0,1.0,13.0,532.0,8.458646616541353,90.97744360902256,0.37593984962406013,0.18796992481203006,2.385321100917431,שריד,Knesset_21,2019
127,284,34.0,243.0,1.0,0.0,6.0,278.0,12.23021582733813,87.41007194244604,0.3597122302158274,0.0,2.112676056338028,רמת רחל,Knesset_21,2019
128,146,38.0,102.0,2.0,0.0,4.0,142.0,26.76056338028169,71.83098591549296,1.4084507042253522,0.0,2.73972602739726,גת רימון,Knesset_21,2019
130,715,26.0,681.0,1.0,1.0,6.0,709.0,3.6671368124118473,96.05077574047954,0.14104372355430184,0.14104372355430184,0.8391608391608392,משמר העמק,Knesset_21,2019
132,287,88.0,187.0,1.0,0.0,11.0,276.0,31.88405797101449,67.7536231884058,0.36231884057971014,0.0,3.8327526132404177,כפר ברוך,Knesset_21,2019
133,552,36.0,504.0,0.0,0.0,12.0,540.0,6.666666666666667,93.33333333333333,0.0,0.0,2.1739130434782608,גבת,Knesset_21,2019
134,597,79.0,490.0,1.0,3.0,24.0,573.0,13.787085514834205,85.51483420593368,0.17452006980802792,0.5235602094240838,4.0201005025125625,יפעת,Knesset_21,2019
135,278,32.0,243.0,0.0,0.0,3.0,275.0,11.636363636363637,88.36363636363636,0.0,0.0,1.079136690647482,רמת דוד,Knesset_21,2019
139,429,30.0,390.0,0.0,1.0,8.0,421.0,7.1258907363420425,92.63657957244655,0.0,0.23752969121140144,1.8648018648018647,עין שמר,Knesset_21,2019
140,666,80.0,570.0,0.0,1.0,15.0,651.0,12.288786482334869,87.55760368663594,0.0,0.15360983102918588,2.2522522522522523,כפר יהושע,Knesset_21,2019
141,216,100.0,95.0,8.0,0.0,13.0,203.0,49.26108374384236,46.79802955665024,3.9408866995073892,0.0,6.018518518518518,ברק,Knesset_21,2019
142,504,394.0,92.0,7.0,1.0,10.0,494.0,79.75708502024291,18.62348178137652,1.417004048582996,0.20242914979757085,1.984126984126984,שדה יעקב,Knesset_21,2019
143,384,26.0,347.0,0.0,0.0,11.0,373.0,6.970509383378016,93.02949061662198,0.0,0.0,2.864583333333333,בית זרע,Knesset_21,2019
144,329,17.0,300.0,1.0,2.0,9.0,320.0,5.3125,93.75,0.3125,0.625,2.735562310030395,גן שלמה,Knesset_21,2019
145,194,170.0,9.0,12.0,0.0,3.0,191.0,89.00523560209425,4.712041884816754,6.282722513089005,0.0,1.5463917525773196,גדיש,Knesset_21,2019
146,161,47.0,105.0,1.0,0.0,8.0,153.0,30.718954248366014,68.62745098039215,0.6535947712418301,0.0,4.968944099378882,דבורה,Knesset_21,2019
147,1414,199.0,1173.0,4.0,5.0,33.0,1381.0,14.409847936278059,84.93845039826213,0.2896451846488052,0.3620564808110065,2.333804809052334,גבעת ברנר,Knesset_21,2019
154,7066,2534.0,4168.0,142.0,4.0,218.0,6848.0,37.0035046728972,60.86448598130841,2.0735981308411215,0.05841121495327102,3.0851967166713843,תל מונד,Knesset_21,2019
155,634,89.0,524.0,5.0,1.0,15.0,619.0,14.378029079159935,84.65266558966074,0.8077544426494345,0.16155088852988692,2.365930599369085,באר טוביה,Knesset_21,2019
156,53,24.0,26.0,0.0,0.0,3.0,50.0,48.0,52.0,0.0,0.0,5.660377358490567,עיינות,Knesset_21,2019
157,884,90.0,771.0,4.0,2.0,17.0,867.0,10.380622837370241,88.92733564013841,0.461361014994233,0.2306805074971165,1.9230769230769231,עין ורד,Knesset_21,2019
158,991,91.0,879.0,1.0,2.0,18.0,973.0,9.352517985611511,90.33915724563207,0.10277492291880781,0.20554984583761562,1.8163471241170535,נען,Knesset_21,2019
159,409,65.0,326.0,1.0,0.0,17.0,392.0,16.581632653061224,83.16326530612244,0.25510204081632654,0.0,4.156479217603912,בית חנן,Knesset_21,2019
160,528,103.0,413.0,1.0,0.0,11.0,517.0,19.922630560928432,79.88394584139265,0.19342359767891684,0.0,2.083333333333333,חולדה,Knesset_21,2019
162,764,64.0,686.0,1.0,1.0,12.0,752.0,8.51063829787234,91.22340425531915,0.13297872340425532,0.13297872340425532,1.5706806282722512,חירות,Knesset_21,2019
163,497,87.0,379.0,4.0,2.0,25.0,472.0,18.43220338983051,80.29661016949152,0.847457627118644,0.423728813559322,5.030181086519115,תימורים,Knesset_21,2019
164,224,155.0,29.0,23.0,0.0,17.0,207.0,74.8792270531401,14.009661835748794,11.11111111111111,0.0,7.5892857142857135,מלאה,Knesset_21,2019
165,299,137.0,128.0,7.0,0.0,27.0,272.0,50.36764705882353,47.05882352941176,2.5735294117647056,0.0,9.03010033444816,ניר יפה,Knesset_21,2019
166,12203,6765.0,4464.0,540.0,8.0,426.0,11777.0,57.442472616116156,37.90438991254139,4.585208457162265,0.06792901418018171,3.490944849627141,גן יבנה,Knesset_21,2019
167,560,18.0,534.0,0.0,1.0,7.0,553.0,3.25497287522604,96.56419529837251,0.0,0.18083182640144665,1.25,עין החורש,Knesset_21,2019
168,11342,5581.0,4964.0,463.0,6.0,328.0,11014.0,50.671872162702016,45.069911022335205,4.203740693662611,0.05447612130016343,2.891906189384588,כפר יונה,Knesset_21,2019
170,364,288.0,34.0,32.0,1.0,9.0,355.0,81.12676056338029,9.577464788732394,9.014084507042254,0.28169014084507044,2.4725274725274726,כפר יעבץ,Knesset_21,2019
171,3828,1340.0,2273.0,78.0,14.0,123.0,3705.0,36.16734143049933,61.34952766531714,2.1052631578947367,0.3778677462887989,3.213166144200627,פרדסיה,Knesset_21,2019
173,677,72.0,589.0,1.0,3.0,12.0,665.0,10.827067669172932,88.57142857142857,0.15037593984962408,0.4511278195488722,1.7725258493353029,גבעת חיים (מאוחד),Knesset_21,2019
174,412,87.0,303.0,0.0,0.0,22.0,390.0,22.30769230769231,77.6923076923077,0.0,0.0,5.339805825242718,נטעים,Knesset_21,2019
175,744,133.0,582.0,2.0,2.0,25.0,719.0,18.497913769123784,80.94575799721837,0.27816411682892905,0.27816411682892905,3.3602150537634405,אביחיל,Knesset_21,2019
176,744,69.0,661.0,2.0,1.0,11.0,733.0,9.413369713506139,90.17735334242838,0.2728512960436562,0.1364256480218281,1.478494623655914,אפיקים,Knesset_21,2019
177,698,120.0,557.0,11.0,0.0,10.0,688.0,17.441860465116278,80.95930232558139,1.5988372093023258,0.0,1.4326647564469914,"כפר ביל""ו",Knesset_21,2019
178,582,59.0,512.0,1.0,0.0,10.0,572.0,10.314685314685315,89.5104895104895,0.17482517482517482,0.0,1.718213058419244,רמת יוחנן,Knesset_21,2019
182,7562,2277.0,4953.0,106.0,8.0,218.0,7344.0,31.004901960784316,67.44281045751634,1.443355119825708,0.10893246187363835,2.882835228775456,אבן יהודה,Knesset_21,2019
183,233,31.0,197.0,2.0,0.0,3.0,230.0,13.478260869565217,85.65217391304348,0.8695652173913043,0.0,1.2875536480686696,ירקונה,Knesset_21,2019
184,508,43.0,456.0,1.0,1.0,7.0,501.0,8.582834331337326,91.01796407185628,0.19960079840319359,0.19960079840319359,1.3779527559055118,רמת הכובש,Knesset_21,2019
186,75,24.0,47.0,2.0,0.0,2.0,73.0,32.87671232876712,64.38356164383562,2.73972602739726,0.0,2.666666666666667,נעורים,Knesset_21,2019
187,804,73.0,712.0,0.0,2.0,17.0,787.0,9.275730622617536,90.47013977128336,0.0,0.25412960609911056,2.1144278606965177,כפר הס,Knesset_21,2019
188,349,84.0,232.0,2.0,0.0,31.0,318.0,26.41509433962264,72.95597484276729,0.628930817610063,0.0,8.882521489971348,אשדות יעקב  (מאוחד),Knesset_21,2019
189,314,292.0,19.0,2.0,0.0,1.0,313.0,93.29073482428115,6.070287539936102,0.6389776357827476,0.0,0.3184713375796179,כפר פינס,Knesset_21,2019
190,1082,95.0,967.0,1.0,2.0,17.0,1065.0,8.92018779342723,90.79812206572771,0.09389671361502347,0.18779342723004694,1.5711645101663587,כפר ויתקין,Knesset_21,2019
191,425,52.0,362.0,0.0,1.0,10.0,415.0,12.530120481927712,87.2289156626506,0.0,0.24096385542168677,2.3529411764705883,הדר עם,Knesset_21,2019
192,369,55.0,299.0,0.0,0.0,15.0,354.0,15.53672316384181,84.4632768361582,0.0,0.0,4.0650406504065035,כפר החורש,Knesset_21,2019
193,325,38.0,282.0,1.0,1.0,3.0,322.0,11.801242236024844,87.5776397515528,0.3105590062111801,0.3105590062111801,0.9230769230769231,כפר חיים,Knesset_21,2019
194,343,31.0,310.0,0.0,0.0,2.0,341.0,9.090909090909092,90.9090909090909,0.0,0.0,0.5830903790087464,משמר השרון,Knesset_21,2019
195,11595,3843.0,6904.0,525.0,24.0,299.0,11296.0,34.02089235127479,61.11898016997167,4.647662889518413,0.2124645892351275,2.578697714532126,קדימה-צורן,Knesset_21,2019
196,200,30.0,161.0,2.0,0.0,7.0,193.0,15.544041450777202,83.41968911917098,1.0362694300518136,0.0,3.5000000000000004,גיבתון,Knesset_21,2019
197,584,35.0,537.0,1.0,1.0,10.0,574.0,6.097560975609756,93.55400696864112,0.17421602787456447,0.17421602787456447,1.7123287671232876,מעברות,Knesset_21,2019
198,596,65.0,518.0,2.0,2.0,9.0,587.0,11.073253833049405,88.24531516183987,0.34071550255536626,0.34071550255536626,1.5100671140939599,צופית,Knesset_21,2019
199,487,76.0,382.0,1.0,0.0,28.0,459.0,16.55773420479303,83.2244008714597,0.2178649237472767,0.0,5.749486652977413,אשדות יעקב  (איחוד),Knesset_21,2019
200,196,13.0,173.0,0.0,5.0,5.0,191.0,6.806282722513089,90.57591623036649,0.0,2.6178010471204187,2.5510204081632653,בית ינאי,Knesset_21,2019
202,180,26.0,153.0,0.0,0.0,1.0,179.0,14.52513966480447,85.47486033519553,0.0,0.0,0.5555555555555556,בית עובד,Knesset_21,2019
204,367,238.0,96.0,12.0,0.0,21.0,346.0,68.78612716763006,27.74566473988439,3.4682080924855487,0.0,5.722070844686648,אלישיב,Knesset_21,2019
205,408,48.0,353.0,0.0,0.0,7.0,401.0,11.970074812967582,88.02992518703242,0.0,0.0,1.715686274509804,חגלה,Knesset_21,2019
206,886,113.0,750.0,2.0,3.0,18.0,868.0,13.018433179723502,86.40552995391705,0.2304147465437788,0.3456221198156682,2.0316027088036117,רמות השבים,Knesset_21,2019
207,257,34.0,212.0,0.0,2.0,9.0,248.0,13.709677419354838,85.48387096774194,0.0,0.8064516129032258,3.501945525291829,"גבעת ח""ן",Knesset_21,2019
208,657,143.0,486.0,5.0,6.0,17.0,640.0,22.34375,75.9375,0.78125,0.9375,2.5875190258751903,מוצא עילית,Knesset_21,2019
212,39,34.0,0.0,5.0,0.0,0.0,39.0,87.17948717948718,0.0,12.82051282051282,0.0,0.0,בית צבי,Knesset_21,2019
213,451,50.0,389.0,1.0,1.0,10.0,441.0,11.337868480725625,88.20861678004536,0.22675736961451248,0.22675736961451248,2.2172949002217295,משמרות,Knesset_21,2019
217,588,485.0,71.0,12.0,0.0,20.0,568.0,85.38732394366197,12.5,2.112676056338028,0.0,3.4013605442176873,"כפר הרא""ה",Knesset_21,2019
218,170,43.0,126.0,0.0,0.0,1.0,169.0,25.443786982248522,74.55621301775149,0.0,0.0,0.5882352941176471,גני עם,Knesset_21,2019
219,363,106.0,247.0,2.0,0.0,8.0,355.0,29.859154929577464,69.57746478873239,0.5633802816901409,0.0,2.203856749311295,חיבת ציון,Knesset_21,2019
220,361,113.0,234.0,4.0,1.0,9.0,352.0,32.10227272727273,66.47727272727273,1.1363636363636365,0.2840909090909091,2.4930747922437675,כפר ביאליק,Knesset_21,2019
223,343,31.0,307.0,1.0,2.0,2.0,341.0,9.090909090909092,90.02932551319648,0.2932551319648094,0.5865102639296188,0.5830903790087464,עין עירון,Knesset_21,2019
224,315,159.0,113.0,29.0,0.0,14.0,301.0,52.823920265780735,37.54152823920266,9.634551495016613,0.0,4.444444444444445,שושנת העמקים,Knesset_21,2019
225,476,69.0,384.0,3.0,2.0,18.0,458.0,15.065502183406112,83.84279475982532,0.6550218340611353,0.43668122270742354,3.7815126050420167,גן השומרון,Knesset_21,2019
229,11010,3700.0,6069.0,953.0,16.0,272.0,10738.0,34.45706835537344,56.518904823989566,8.875023281802944,0.1490035388340473,2.4704813805631245,גני תקווה,Knesset_21,2019
230,541,158.0,357.0,9.0,1.0,16.0,525.0,30.0952380952381,68.0,1.7142857142857144,0.19047619047619047,2.957486136783734,מעש,Knesset_21,2019
232,773,30.0,733.0,1.0,3.0,6.0,767.0,3.911342894393742,95.5671447196871,0.1303780964797914,0.3911342894393742,0.7761966364812419,שפיים,Knesset_21,2019
233,396,41.0,342.0,0.0,1.0,12.0,384.0,10.677083333333332,89.0625,0.0,0.26041666666666663,3.0303030303030303,כפר ידידיה,Knesset_21,2019
234,700,128.0,547.0,6.0,0.0,19.0,681.0,18.79588839941263,80.32305433186491,0.881057268722467,0.0,2.7142857142857144,ביצרון,Knesset_21,2019
235,223,60.0,144.0,15.0,0.0,4.0,219.0,27.397260273972602,65.75342465753424,6.8493150684931505,0.0,1.7937219730941705,חבצלת השרון,Knesset_21,2019
237,433,13.0,414.0,1.0,2.0,3.0,430.0,3.0232558139534884,96.27906976744185,0.23255813953488372,0.46511627906976744,0.6928406466512702,שער העמקים,Knesset_21,2019
239,439,68.0,365.0,1.0,1.0,4.0,435.0,15.632183908045977,83.9080459770115,0.22988505747126436,0.22988505747126436,0.9111617312072893,גן חיים,Knesset_21,2019
240,12234,6980.0,4314.0,439.0,9.0,492.0,11742.0,59.444728325668535,36.73990802248339,3.7387157213421904,0.07664793050587634,4.0215792054928885,יקנעם עילית,Knesset_21,2019
241,783,107.0,655.0,1.0,2.0,18.0,765.0,13.986928104575163,85.62091503267973,0.130718954248366,0.261437908496732,2.2988505747126435,יקנעם (מושבה),Knesset_21,2019
242,773,84.0,659.0,2.0,3.0,25.0,748.0,11.229946524064172,88.10160427807486,0.267379679144385,0.4010695187165776,3.2341526520051747,בית השיטה,Knesset_21,2019
246,16837,8590.0,657.0,7421.0,6.0,163.0,16674.0,51.51733237375554,3.940266282835552,44.50641717644236,0.035984166966534725,0.9681059571182515,נתיבות,Knesset_21,2019
247,680,101.0,561.0,0.0,0.0,18.0,662.0,15.256797583081571,84.74320241691842,0.0,0.0,2.6470588235294117,רשפון,Knesset_21,2019
248,379,61.0,298.0,0.0,3.0,17.0,362.0,16.85082872928177,82.32044198895028,0.0,0.8287292817679558,4.485488126649076,בית שערים,Knesset_21,2019
249,774,135.0,611.0,4.0,3.0,21.0,753.0,17.928286852589643,81.14209827357237,0.5312084993359893,0.398406374501992,2.7131782945736433,כפר סירקין,Knesset_21,2019
250,621,41.0,566.0,5.0,3.0,6.0,615.0,6.666666666666667,92.03252032520325,0.8130081300813009,0.4878048780487805,0.966183574879227,הזורע,Knesset_21,2019
252,136,25.0,105.0,2.0,0.0,4.0,132.0,18.939393939393938,79.54545454545455,1.5151515151515151,0.0,2.941176470588235,ביתן אהרן,Knesset_21,2019
253,322,51.0,255.0,1.0,0.0,15.0,307.0,16.612377850162865,83.06188925081433,0.32573289902280134,0.0,4.658385093167702,חולתה,Knesset_21,2019
254,216,22.0,189.0,0.0,0.0,5.0,211.0,10.42654028436019,89.57345971563981,0.0,0.0,2.314814814814815,כפר המכבי,Knesset_21,2019
255,343,157.0,160.0,6.0,0.0,20.0,323.0,48.60681114551084,49.53560371517028,1.8575851393188854,0.0,5.830903790087463,כפר חיטים,Knesset_21,2019
