locality_symbol,שם יישוב,year,target_election,valid_votes,Other_raw_pct,Right_pct,Center_Left_pct,Haredi_pct,Arab_pct,אחוז עולי + מסך האוכלוסייה,אחוז מקבלי השלמת הכנסה מבין מקבלי קצבאות זקנה ושאירים,אחוז זכאים לתעודת בגרות מבין תלמידי כיתות יב,עובדי הוראה ממוצע שעות עבודה שבועיות לתלמיד,מספר ילדים שבגינם שולמו קצבאות במשפחות עם 5 ילדים ויותר,השכלה גבוהה אחוז בעלי תארים מישראל מתוך אוכלוסיית בני 55-35,"מקבלי קצבאות זקנה ושאירים סה""כ (סוף שנה)","אחוז המבוטחים בקופ""ח מתוך סך כל המבוטחים כללית",avg_monthly_wage,עובדי הוראה ממוצע תלמידים למורה,אחוז באוכלוסייה בסוף השנה בני 4-0,אחוז זכאים לתעודת בגרות שעמדו בדרישות הסף של האוניברסיטאות מבין תלמידי כיתות יב,"ריבוי טבעי ל-1,000 תושבים",אחוז באוכלוסייה בסוף השנה בני 44-30,גיל ממוצע של מקבלי דמי אבטלה (לא כולל חיילים),עובדי הוראה אחוז בעלי דרגת שכר תואר שני ומעלה,שיעור פריון כולל,"יחס תלות (ל-1,000 תושבים בלתי תלויים)","מקבלי גמלת הבטחת הכנסה (נפשות, במשך השנה)",עובדי הוראה ממוצע שעות עבודה לשבוע,אחוז באוכלוסייה בסוף השנה בני 9-5,מוסלמים (אחוזים מתוך האוכלוסייה הערבית),ערבים (אחוזים מתוך כלל אוכלוסיית הישראלים),יהודים ואחרים (אחוזים מתוך כלל אוכלוסיית הישראלים),ממוצע תלמידים לכיתה בבתי ספר יסודיים,type_Arab/Non-Jewish,type_Cities,type_Kibbutzim,type_Moshavim,type_other,type_Druze_Majority
2400,אור יהודה,2020,Knesset_23,18734,0.6565602647592612,59.93767126967923,20.353554349578207,19.622803718231157,0.0859706625114179,14.0,14.49,77.46,2.79,1069,14.2,4893,58.0,8917.007078857483,10.88,8.72,59.43,10.25,20.15,39.96,33.61,2.51,804.0,698,30.0,8.13,,,99.8,24.47,0,1,0,0,0,0
2400,אור יהודה,2021,Knesset_24,17803,1.320002246812335,64.52071948998179,17.884790528233154,17.520491803278688,0.0739981785063752,13.91,13.66,80.84,2.79,1117,15.06,5074,57.2,9888.72,10.7,8.56,63.22,11.03,20.12,41.0,35.02,2.58,813.0,753,29.5,8.28,,,99.8,24.89,0,1,0,0,0,0
2400,אור יהודה,2022,Knesset_25,19892,1.291976674039815,59.33282403870639,20.63661828367711,19.928698752228165,0.1018589253883371,14.0,14.84,84.27,2.76,1224,16.81,5283,56.1,10942.8,10.79,8.9,60.99,10.55,20.89,41.71,37.08,2.46,811.0,567,29.42,8.4,,,99.8,23.84,0,1,0,0,0,0
246,נתיבות,2019,Knesset_21,16837,0.9681059571182516,51.51733237375554,3.940266282835552,44.50641717644236,0.0359841669665347,9.5,32.92,62.59,2.55,5881,14.68,2412,54.3,7393.7,13.0,15.0,39.8,28.15,19.6,38.0,28.21,4.17,1031.2,1479,32.7,12.3,97.2,0.2,99.8,23.3,0,1,0,0,0,0
246,נתיבות,2019,Knesset_22,17297,5.613690235300919,44.11368369472008,6.3334558373147125,49.52835967168933,0.0245007962758789,9.5,32.92,62.59,2.55,5881,14.68,2412,54.3,7393.7,13.0,15.0,39.8,28.15,19.6,38.0,28.21,4.17,1031.2,1479,32.7,12.3,97.2,0.2,99.8,23.3,0,1,0,0,0,0
246,נתיבות,2020,Knesset_23,18055,0.9027970091387428,47.585513078470825,4.152693941426336,48.22825843952605,0.0335345405767941,10.5,31.71,67.39,3.58,5919,16.0,2532,54.8,7587.854782560646,9.51,14.73,43.59,27.03,18.58,36.35,29.05,4.1,1041.0,1597,33.5,12.27,,,99.9,23.36,0,1,0,0,0,0
246,נתיבות,2021,Knesset_24,17499,0.3714497971312646,49.69026041069175,3.292417115980269,46.97717104508432,0.0401514282436618,10.19,29.62,61.25,3.58,5824,17.02,2731,55.0,8486.43,9.82,14.59,38.1,27.45,18.88,37.0,33.19,4.22,1049.0,1646,34.4,12.54,,,99.9,23.91,0,1,0,0,0,0
246,נתיבות,2022,Knesset_25,21185,0.5522775548737314,47.09986709701918,4.029808239984812,48.81336624264287,0.0569584203531422,9.9,29.99,62.48,3.4,5780,17.66,2924,55.0,9093.17,10.61,14.8,34.78,27.78,18.97,36.62,34.27,4.22,1036.0,1326,35.02,12.5,,,99.9,24.67,0,1,0,0,0,0
2500,נשר,2019,Knesset_21,12522,2.7950806580418464,59.52185343411107,36.39500492934605,3.820243181071311,0.2628984554715741,29.0,27.06,78.48,2.57,92,29.66,3921,47.8,11110.01,12.6,5.7,65.47,3.02,18.78,43.0,43.19,1.78,783.4,393,31.8,5.9,70.7,1.9,98.1,24.77,0,1,0,0,0,0
2500,נשר,2019,Knesset_22,12431,1.3755932748773227,55.76672104404568,38.52365415986949,5.358890701468189,0.3507340946166394,29.0,27.06,78.48,2.57,92,29.66,3921,47.8,11110.01,12.6,5.7,65.47,3.02,18.78,43.0,43.19,1.78,783.4,393,31.8,5.9,70.7,1.9,98.1,24.77,0,1,0,0,0,0
2500,נשר,2020,Knesset_23,12579,0.333889816360601,58.084071149397786,36.17292813272713,5.216558985403206,0.5264417324718832,28.4,25.91,88.84,3.28,106,30.3,4033,47.8,11483.298622930528,9.97,6.51,73.71,4.73,19.98,40.21,46.3,1.8,754.0,571,32.0,6.19,,,98.7,25.46,0,1,0,0,0,0
2500,נשר,2021,Knesset_24,11823,1.319462065465618,60.67540927402074,33.99331447672924,5.065569555155567,0.2657066940944544,28.51,25.19,87.8,3.35,92,31.03,4149,47.9,12156.97,9.75,6.26,76.38,4.56,19.65,41.0,48.5,1.88,769.0,584,32.1,6.24,,,98.6,26.32,0,1,0,0,0,0
2500,נשר,2022,Knesset_25,12112,1.84114927344782,52.55277988056186,40.55849945327613,6.308352258390109,0.58036840777189,29.3,25.98,88.0,3.31,118,31.55,4264,47.8,12464.94,9.83,6.1,76.4,3.41,19.35,40.97,52.81,1.76,780.0,428,31.94,6.1,,,98.6,25.83,0,1,0,0,0,0
2530,באר יעקב,2019,Knesset_21,11934,3.167420814479638,53.68639667705089,39.72827968155071,6.498788508134303,0.0865351332641052,10.4,10.96,71.27,3.06,351,33.83,1743,50.0,12107.93,9.55,10.5,50.91,14.57,25.5,40.0,30.48,2.6,903.7,139,28.7,12.9,82.8,0.4,99.6,29.06,0,1,0,0,0,0
2530,באר יעקב,2019,Knesset_22,12206,2.613468785843028,46.698073525700345,44.224783376798186,8.984605030705813,0.0925380667956591,10.4,10.96,71.27,3.06,351,33.83,1743,50.0,12107.93,9.55,10.5,50.91,14.57,25.5,40.0,30.48,2.6,903.7,139,28.7,12.9,82.8,0.4,99.6,29.06,0,1,0,0,0,0
2530,באר יעקב,2020,Knesset_23,12635,0.4907004352987732,51.01407778573133,39.33826453511493,9.528354410244171,0.1193032689095681,10.7,9.63,72.8,2.54,383,35.0,1921,49.6,12120.923921447347,11.58,13.24,58.62,18.1,25.76,38.74,29.08,2.78,979.0,181,29.5,13.02,,,99.7,28.34,0,1,0,0,0,0
2530,באר יעקב,2021,Knesset_24,12492,1.4008965738072368,56.66964358204108,35.25209060647885,7.924007469351303,0.1542583421287651,10.59,9.19,75.16,2.88,408,35.91,2068,49.4,14110.55,11.38,12.33,61.78,18.72,25.15,40.0,34.5,2.96,977.0,205,30.6,13.3,,,99.7,28.36,0,1,0,0,0,0
2530,באר יעקב,2022,Knesset_25,14056,1.6789982925441094,51.64978292329957,38.30680173661361,9.956584659913169,0.0868306801736613,10.7,9.85,82.64,2.67,415,37.39,2273,49.1,14968.51,11.51,11.5,69.77,13.67,24.7,39.63,33.99,2.22,979.0,118,30.33,13.3,,,99.6,26.36,0,1,0,0,0,0
2550,גדרה,2019,Knesset_21,12752,3.348494353826851,52.08113590263692,43.88640973630832,3.894523326572008,0.1379310344827586,8.5,14.93,87.7,3.04,788,42.77,2639,58.4,11726.32,10.57,7.7,78.42,9.25,18.15,41.0,42.54,2.48,909.2,250,31.4,9.3,99.3,0.5,99.5,27.7,0,1,0,0,0,0
2550,גדרה,2019,Knesset_22,12891,3.475292839965868,44.78823434862975,48.84674113959656,6.228401510889657,0.1366230008840312,8.5,14.93,87.7,3.04,788,42.77,2639,58.4,11726.32,10.57,7.7,78.42,9.25,18.15,41.0,42.54,2.48,909.2,250,31.4,9.3,99.3,0.5,99.5,27.7,0,1,0,0,0,0
2550,גדרה,2020,Knesset_23,13059,0.7734129718967762,48.72665534804754,44.16576632196327,6.8760611205432935,0.2315172094459021,8.6,14.14,91.54,2.76,804,44.1,2715,58.7,12291.689533343148,11.78,7.12,82.18,6.89,17.56,38.76,26.86,2.18,968.0,308,32.0,9.51,,,99.6,26.27,0,1,0,0,0,0
2550,גדרה,2021,Knesset_24,12635,1.329639889196676,54.99318200048127,39.76096895804925,5.117510226999277,0.1283388144702013,8.64,13.54,93.14,11.79,845,44.87,2777,59.0,13287.71,11.4,7.61,83.14,7.59,17.68,39.0,49.42,2.32,952.0,328,32.1,9.3,,,99.6,26.39,0,1,0,0,0,0
2550,גדרה,2022,Knesset_25,14202,1.6124489508519926,49.5741787733486,43.82738137837258,6.4553066628497815,0.1431331854290417,8.7,14.1,89.35,2.72,824,45.95,2908,58.3,14385.68,11.91,7.5,80.47,9.28,17.42,38.88,49.56,2.39,952.0,232,31.77,9.3,,,99.6,26.34,0,1,0,0,0,0
2560,ערד,2019,Knesset_21,12925,2.413926499032882,45.36589233330691,30.008721160707207,24.05454689605962,0.5708396099262666,25.6,41.89,51.48,2.48,4735,12.36,4132,30.2,7962.25,11.68,12.7,42.3,18.9,15.42,41.0,30.36,4.14,1123.3,914,29.1,11.0,97.9,6.9,93.1,21.62,0,1,0,0,0,0
2560,ערד,2019,Knesset_22,12738,1.7428167687235046,44.19143496324705,28.899009268136783,25.89485458612976,1.0147011824864174,25.6,41.89,51.48,2.48,4735,12.36,4132,30.2,7962.25,11.68,12.7,42.3,18.9,15.42,41.0,30.36,4.14,1123.3,914,29.1,11.0,97.9,6.9,93.1,21.62,0,1,0,0,0,0
2560,ערד,2020,Knesset_23,12682,0.622930137202334,44.640165040069824,27.358565420931523,26.692057446639687,1.3092120923589623,27.9,40.38,57.1,2.66,4918,12.9,4170,31.2,7581.281750266809,10.64,12.82,45.54,18.53,14.97,39.39,31.03,4.27,1062.0,1066,28.3,10.18,,,96.7,22.85,0,1,0,0,0,0
2560,ערד,2021,Knesset_24,12186,1.0175611357295258,46.202951417675344,24.722268280550487,28.129663405737027,0.9451168960371412,26.96,38.91,59.33,2.59,5108,13.74,4194,33.1,8867.15,10.72,12.76,47.63,17.59,14.82,41.0,31.24,3.98,1098.0,1050,27.8,10.66,,,96.6,23.32,0,1,0,0,0,0
2560,ערד,2022,Knesset_25,12319,1.615390859647699,39.62046204620462,26.163366336633665,33.01980198019802,1.1963696369636965,26.9,40.05,56.95,2.58,5266,13.77,4197,32.8,9201.8,10.89,12.6,47.68,21.13,15.26,40.47,30.36,4.59,1117.0,929,28.02,10.9,,,96.1,23.74,0,1,0,0,0,0
26,ראש פינה,2019,Knesset_21,1764,4.761904761904762,37.20238095238096,61.011904761904766,1.1904761904761905,0.5952380952380952,,3.5,72.73,,1533,38.35,6436,60.1,11161.36,,,68.18,,,40.0,,,,359,,,,,,29.43,0,1,0,0,0,0
26,ראש פינה,2019,Knesset_22,1727,2.547770700636943,35.115864527629235,61.97266785502079,2.13903743315508,0.7724301841948901,,3.5,72.73,,1533,38.35,6436,60.1,11161.36,,,68.18,,,40.0,,,,359,,,,,,29.43,0,1,0,0,0,0
26,ראש פינה,2020,Knesset_23,1664,0.8413461538461539,36.24242424242424,58.72727272727273,3.333333333333333,1.6969696969696972,4.8,3.41,78.95,,1626,40.2,6772,60.1,9863.0,,7.62,63.16,8.48,16.91,38.41,,,870.0,494,,8.08,,,98.5,30.43,0,1,0,0,0,0
26,ראש פינה,2021,Knesset_24,1637,0.6108735491753208,41.36447449293178,56.11555009219422,1.782421634910879,0.7375537799631223,4.51,3.32,82.69,2.77,1659,40.68,6959,59.9,13211.44,11.24,7.38,69.23,9.61,16.93,39.0,42.11,,901.0,532,29.3,7.85,,,98.4,31.67,0,1,0,0,0,0
26,ראש פינה,2022,Knesset_25,1667,1.859628074385123,38.75305623471883,57.45721271393644,2.628361858190709,1.1613691931540342,4.6,3.83,76.74,,1632,42.61,7200,59.4,14088.92,,6.6,69.77,7.94,16.44,40.46,,,878.0,375,,7.6,,,98.3,29.5,0,1,0,0,0,0
2600,אילת,2019,Knesset_21,22683,3.469558700348278,62.68268176835952,32.07891852393131,4.717756667884545,0.5206430398246256,23.1,20.31,66.28,3.24,1036,10.82,5603,55.0,8745.44,10.77,6.8,59.65,7.95,21.44,43.0,36.66,2.07,671.7,1182,34.1,7.5,78.3,6.1,93.9,24.89,0,1,0,0,0,0
2600,אילת,2019,Knesset_22,22715,2.1307506053268765,56.30425981737213,35.49997750888399,7.4040753902208625,0.7916872835230084,23.1,20.31,66.28,3.24,1036,10.82,5603,55.0,8745.44,10.77,6.8,59.65,7.95,21.44,43.0,36.66,2.07,671.7,1182,34.1,7.5,78.3,6.1,93.9,24.89,0,1,0,0,0,0
2600,אילת,2020,Knesset_23,22636,0.6582435059197738,60.58166940899186,31.218037088095347,7.14635122515231,1.053942277760484,22.8,20.0,70.14,3.56,1007,11.4,5944,55.1,7900.496333754741,9.85,7.17,61.74,10.82,21.76,39.5,38.68,2.19,630.0,1563,34.3,7.33,77.3,4.5,95.5,24.95,0,1,0,0,0,0
2600,אילת,2021,Knesset_24,21023,1.683870047091281,66.92631477091297,26.813101746577,5.728385504862354,0.532197977647685,22.76,19.57,79.22,3.61,1050,12.1,6138,55.4,10235.84,9.85,6.96,69.81,9.94,21.67,41.0,41.3,2.19,630.0,1544,34.9,7.38,77.1,4.7,95.3,25.01,0,1,0,0,0,0
2600,אילת,2022,Knesset_25,22189,1.937897156248592,61.04600395238752,30.612620065260355,7.500344684957947,0.8410312973941817,23.3,21.51,76.22,3.56,1067,12.49,6304,55.8,10761.93,10.0,6.6,64.84,7.72,21.65,42.01,43.1,1.98,632.0,1093,34.83,7.2,79.0,4.9,95.1,25.13,0,1,0,0,0,0
2610,בית שמש,2019,Knesset_21,40217,1.024442399980108,44.45923878909685,5.471674412762216,50.03642758447431,0.0326592136666247,13.8,26.2,35.69,2.31,32683,10.43,4519,26.7,7298.78,12.1,18.2,29.77,35.24,15.69,37.0,24.7,5.74,1437.8,2024,27.9,15.3,78.5,0.1,99.9,24.98,0,1,0,0,0,0
2610,בית שמש,2019,Knesset_22,41593,4.000673190200274,35.95131358160735,7.325502767412156,56.68561697012196,0.0375666808585238,13.8,26.2,35.69,2.31,32683,10.43,4519,26.7,7298.78,12.1,18.2,29.77,35.24,15.69,37.0,24.7,5.74,1437.8,2024,27.9,15.3,78.5,0.1,99.9,24.98,0,1,0,0,0,0
2610,בית שמש,2020,Knesset_23,43031,0.9411819386024028,38.40144512738704,5.4896072819406,56.06202787031389,0.0469197203584666,15.2,24.85,33.94,2.73,32584,10.7,4749,26.7,7429.080654101996,10.52,17.4,29.0,32.43,15.96,35.36,25.67,5.31,1425.0,2772,28.6,15.5,,,99.9,25.03,0,1,0,0,0,0
2610,בית שמש,2021,Knesset_24,42470,0.4520838238756769,39.940394531434784,5.636501253607077,54.37106769478216,0.052036520175978,14.65,23.4,32.46,2.72,32481,10.79,4971,25.8,8398.0,10.77,17.61,27.39,32.98,15.88,36.0,26.65,5.43,1445.0,3726,29.2,15.61,,,99.9,25.45,0,1,0,0,0,0
2610,בית שמש,2022,Knesset_25,51275,0.6104339346660166,33.72512852713786,5.498214355794514,60.725638711196574,0.0510184058710411,13.9,24.47,30.4,2.77,32137,11.02,5267,24.7,8759.79,10.52,18.3,26.59,34.88,15.73,35.07,25.88,5.61,1448.0,3087,28.87,15.6,,,99.9,25.94,0,1,0,0,0,0
2620,קריית אונו,2019,Knesset_21,21580,2.747914735866543,35.164625720684235,62.0288750178682,2.644494210701863,0.1620050507456997,7.3,8.19,89.46,2.6,324,56.84,5740,41.1,14504.47,11.88,6.4,88.29,5.09,17.67,42.0,43.98,2.08,916.8,152,30.5,8.2,95.8,0.1,99.9,29.43,0,1,0,0,0,0
2620,קריית אונו,2019,Knesset_22,21416,1.1626821068360105,31.99319695752823,64.27930268814664,3.5243539471819343,0.2031464071431946,7.3,8.19,89.46,2.6,324,56.84,5740,41.1,14504.47,11.88,6.4,88.29,5.09,17.67,42.0,43.98,2.08,916.8,152,30.5,8.2,95.8,0.1,99.9,29.43,0,1,0,0,0,0
2620,קריית אונו,2020,Knesset_23,21447,0.4009884832377489,33.75310144656149,62.19278123683348,3.670240157296007,0.3838771593090211,7.0,7.79,88.97,2.39,331,57.9,5904,41.0,16213.54966683752,12.64,7.21,87.16,5.34,20.79,41.01,47.97,1.94,929.0,228,30.0,9.42,,,99.9,29.18,0,1,0,0,0,0
2620,קריית אונו,2021,Knesset_24,21553,1.5543079849672898,37.307946083514,59.727589782260345,2.8419266660382694,0.122537468187388,7.25,7.55,93.47,2.46,318,58.63,6104,40.5,18455.51,12.56,6.87,90.48,5.85,19.76,41.0,50.32,2.02,928.0,267,30.7,9.1,,,99.9,28.89,0,1,0,0,0,0
2620,קריית אונו,2022,Knesset_25,22713,1.6554396160788976,31.00237274477325,64.99082240229215,3.724761606303443,0.2820432466311501,7.8,7.74,92.53,2.45,313,59.27,6301,40.4,19434.93,12.59,6.7,88.37,6.51,19.42,41.98,51.01,2.18,907.0,164,30.68,8.6,,,99.9,29.05,0,1,0,0,0,0
2630,קריית גת,2019,Knesset_21,27438,2.099278373059261,66.85652594743505,14.540987268259997,18.56898220534584,0.0335045789591244,21.2,34.35,63.8,3.15,3732,13.83,7360,48.5,7950.23,10.2,12.0,50.95,17.75,20.44,40.0,35.13,3.44,994.7,2510,31.8,10.5,93.5,0.2,99.8,24.56,0,1,0,0,0,0
2630,קריית גת,2019,Knesset_22,27997,3.0074650855448795,57.098140305652734,19.315043270116,23.56472104584791,0.0220953783833548,21.2,34.35,63.8,3.15,3732,13.83,7360,48.5,7950.23,10.2,12.0,50.95,17.75,20.44,40.0,35.13,3.44,994.7,2510,31.8,10.5,93.5,0.2,99.8,24.56,0,1,0,0,0,0
2630,קריית גת,2020,Knesset_23,28767,0.6952410748427017,61.82658312038366,15.111842335562011,23.02306857562922,0.0385059684251058,22.5,32.32,63.42,3.06,3948,15.1,7606,48.8,8024.389433205149,10.47,11.85,51.27,17.49,18.59,39.01,37.88,3.35,935.0,2551,31.7,9.73,,,99.9,24.92,0,1,0,0,0,0
2630,קריית גת,2021,Knesset_24,26958,0.9384969211365828,65.20876240404418,14.090994195843477,20.655307994757536,0.0449354053548024,22.22,31.11,66.95,3.03,4066,16.31,7857,49.5,8962.28,10.75,11.83,52.61,16.98,18.79,39.0,38.5,3.42,958.0,2707,32.2,10.19,,,99.9,24.87,0,1,0,0,0,0
2630,קריית גת,2022,Knesset_25,30846,1.530182195422421,59.23487192994008,16.244156186211892,24.45183380522816,0.0691380786198722,21.6,32.04,68.06,3.09,4185,17.28,8116,49.7,9446.74,10.34,12.3,52.65,18.72,19.11,40.64,38.62,3.52,998.0,2350,31.59,10.6,,,99.8,24.34,0,1,0,0,0,0
2640,ראש העין,2019,Knesset_21,30954,2.4100277831621115,52.15174788135594,39.2578125,8.537473516949152,0.0529661016949152,7.9,8.14,75.25,2.65,1432,34.39,4854,55.3,11269.58,11.41,10.8,67.95,15.02,24.29,41.0,38.45,2.45,823.6,479,29.5,11.2,84.4,0.1,99.9,26.13,0,1,0,0,0,0
2640,ראש העין,2019,Knesset_22,31909,3.306277225861042,45.84818824139496,42.65573345433331,11.428015816425749,0.0680624878459843,7.9,8.14,75.25,2.65,1432,34.39,4854,55.3,11269.58,11.41,10.8,67.95,15.02,24.29,41.0,38.45,2.45,823.6,479,29.5,11.2,84.4,0.1,99.9,26.13,0,1,0,0,0,0
2640,ראש העין,2020,Knesset_23,33216,0.6894267822736031,48.72222390638736,39.367023372843846,11.780398338739504,0.1303543820292842,7.4,7.92,79.71,2.77,1482,35.6,5405,54.8,11653.53602847552,10.86,12.39,70.61,19.07,23.34,39.0,39.02,2.88,765.0,706,30.0,9.87,,,99.9,26.68,0,1,0,0,0,0
2640,ראש העין,2021,Knesset_24,34737,1.2781760082908715,54.24139037121278,35.83821771206952,9.85040678855743,0.0699851281602659,7.68,7.67,80.49,2.79,1606,36.65,5838,54.4,13391.19,10.98,12.3,73.51,21.12,23.51,39.0,39.69,3.19,793.0,680,30.5,10.32,,,99.9,27.33,0,1,0,0,0,0
2640,ראש העין,2022,Knesset_25,37984,1.5453875315922494,50.13236355857422,38.88279808540792,10.856485814370137,0.1283525416477257,7.7,8.35,79.5,2.7,1655,38.21,6218,54.5,14352.87,11.48,11.6,70.63,16.89,23.34,40.12,40.83,2.74,818.0,445,30.57,10.9,,,99.9,27.44,0,1,0,0,0,0
2650,רמת השרון,2019,Knesset_21,26963,1.995326929495976,24.60927152317881,71.33774834437087,3.7691579943235576,0.2838221381267738,5.5,4.17,79.26,3.28,665,55.9,8492,33.3,14348.31,9.0,5.8,74.58,1.95,14.29,43.0,43.39,2.2,1058.3,127,29.4,7.8,87.0,0.1,99.9,25.77,0,1,0,0,0,0
2650,רמת השרון,2019,Knesset_22,26900,0.9033457249070632,23.73110252466519,71.38462692726112,4.606669917845219,0.2776006302284578,5.5,4.17,79.26,3.28,665,55.9,8492,33.3,14348.31,9.0,5.8,74.58,1.95,14.29,43.0,43.39,2.2,1058.3,127,29.4,7.8,87.0,0.1,99.9,25.77,0,1,0,0,0,0
2650,רמת השרון,2020,Knesset_23,27048,0.2735876959479443,24.212204344924743,70.69400163120042,4.5302884258916,0.5635055979832432,5.5,4.22,81.83,2.63,724,56.6,8705,32.9,16947.255423342925,11.39,6.84,79.69,4.05,17.46,40.85,46.23,2.06,1018.0,235,29.7,8.3,,,99.9,25.31,0,1,0,0,0,0
2650,רמת השרון,2021,Knesset_24,26955,0.8347245409015025,28.713056490834276,67.37373737373737,3.722409277964833,0.1907968574635241,5.67,4.07,84.97,2.74,768,57.53,8851,32.4,19954.29,11.1,6.51,82.1,5.59,16.63,42.0,45.23,2.44,1026.0,255,30.2,8.09,,,99.9,25.93,0,1,0,0,0,0
2650,רמת השרון,2022,Knesset_25,27275,1.0999083409715855,22.94717330861909,71.94439295644115,4.630213160333643,0.4782205746061168,5.8,4.39,83.92,2.72,810,58.54,8905,31.8,21471.74,11.31,6.2,80.28,2.52,16.05,42.91,48.82,2.08,1014.0,160,30.54,7.8,,,99.9,26.72,0,1,0,0,0,0
2660,יבנה,2019,Knesset_21,24483,2.740677204590941,57.91617671762137,33.13035444313792,8.894674953804804,0.0587938854359146,9.7,14.94,79.77,2.92,935,29.65,5293,48.9,10496.54,10.78,10.1,70.43,14.08,23.24,41.0,36.61,2.62,957.4,630,30.6,11.6,96.8,0.2,99.8,27.2,0,1,0,0,0,0
2660,יבנה,2019,Knesset_22,24541,2.872743571981582,49.94126531297198,37.63634838060077,12.367846954186945,0.0545393522403087,9.7,14.94,79.77,2.92,935,29.65,5293,48.9,10496.54,10.78,10.1,70.43,14.08,23.24,41.0,36.61,2.62,957.4,630,30.6,11.6,96.8,0.2,99.8,27.2,0,1,0,0,0,0
2660,יבנה,2020,Knesset_23,25019,0.6275230824573325,54.74619901858257,33.15501568658998,12.00627463599067,0.092510658836779,9.7,14.02,86.42,2.71,1040,31.5,5650,48.9,10829.263638465094,11.64,11.27,73.23,14.78,22.7,39.8,37.28,2.69,905.0,725,31.2,10.9,,,99.9,27.26,0,1,0,0,0,0
2660,יבנה,2021,Knesset_24,24572,1.1557870747191925,58.71212121212122,30.47183794466403,10.76663372859025,0.0494071146245059,9.98,13.22,87.03,2.81,1204,32.59,6014,48.4,12230.38,11.49,11.29,72.82,15.41,22.93,40.0,37.2,2.75,936.0,771,31.9,11.47,,,99.9,26.81,0,1,0,0,0,0
2660,יבנה,2022,Knesset_25,28426,1.5338070780271582,53.90853876384423,33.54412290103608,12.454448017148982,0.0928903179707038,9.9,13.29,85.11,2.63,1292,34.32,6313,48.7,13205.99,12.16,10.9,72.79,14.86,23.01,40.02,38.87,2.76,952.0,688,31.56,11.7,,,99.8,27.8,0,1,0,0,0,0
267,כפר שמריהו,2019,Knesset_21,1211,2.559867877786953,20.76271186440678,78.22033898305085,0.847457627118644,0.1694915254237288,12.3,0.76,,,8,46.97,395,24.5,16403.42,,4.6,,0.0,13.32,46.0,,,1019.9,,,6.5,100.0,0.8,99.2,26.77,0,0,0,0,1,0
267,כפר שמריהו,2019,Knesset_22,1178,1.1035653650254669,22.06008583690987,76.7381974248927,1.0300429184549356,0.1716738197424892,12.3,0.76,,,8,46.97,395,24.5,16403.42,,4.6,,0.0,13.32,46.0,,,1019.9,,,6.5,100.0,0.8,99.2,26.77,0,0,0,0,1,0
267,כפר שמריהו,2020,Knesset_23,1235,0.0809716599190283,22.771474878444085,75.85089141004863,0.9724473257698544,0.4051863857374392,10.9,0.75,,,9,49.2,399,24.0,,,4.99,,-4.66,12.83,39.15,,,997.0,,,7.22,,,99.1,27.08,0,0,0,0,1,0
267,כפר שמריהו,2021,Knesset_24,1232,0.3246753246753247,26.140065146579804,72.8827361563518,0.3257328990228013,0.6514657980456027,11.19,,80.0,2.66,14,50.98,,,26822.45,11.68,4.88,76.67,0.0,11.65,40.0,41.94,,1038.0,,27.9,7.08,,,99.1,27.58,0,0,0,0,1,0
267,כפר שמריהו,2022,Knesset_25,1243,0.3218020917135961,20.09685230024213,78.04681194511703,0.8071025020177561,1.0492332526230832,11.7,,97.14,,13,53.3,,,30650.44,,4.6,94.29,2.05,11.48,41.19,,,1047.0,,,7.1,,,99.3,27.75,0,0,0,0,1,0
27,שדות מיכה,2019,Knesset_21,195,3.589743589743589,70.2127659574468,9.574468085106384,20.212765957446805,0.0,,2.0,,,26,,650,53.4,13635.12,,,,,,42.0,,,,14,,,,,,,0,0,0,1,0,0
27,שדות מיכה,2019,Knesset_22,186,12.903225806451612,54.93827160493827,10.493827160493826,34.5679012345679,0.0,,2.0,,,26,,650,53.4,13635.12,,,,,,42.0,,,,14,,,,,,,0,0,0,1,0,0
27,שדות מיכה,2020,Knesset_23,202,0.495049504950495,63.681592039801,9.45273631840796,26.86567164179105,0.0,,2.05,,,22,,682,52.5,,,,,,,39.55,,,,18,,,,,,,0,0,0,1,0,0
27,שדות מיכה,2021,Knesset_24,183,0.0,65.02732240437157,7.650273224043716,27.322404371584703,0.0,,1.72,,,27,,697,52.0,16054.71,,,,,,40.0,,,,19,,,,,,,0,0,0,1,0,0
27,שדות מיכה,2022,Knesset_25,206,0.9708737864077668,57.84313725490197,7.84313725490196,34.31372549019608,0.0,,1.26,,,26,,712,51.0,17591.07,,,,,,41.94,,,,,,,,,,,0,0,0,1,0,0
2710,אום אל-פחם,2019,Knesset_21,15533,0.3862743835704629,1.3378142570930007,6.12680152523751,0.1680346409875266,92.36734957668196,0.4,25.98,59.4,3.07,2400,8.52,2386,73.2,5869.82,10.54,9.6,44.16,15.98,18.36,40.0,31.36,2.38,797.1,4280,32.0,9.8,100.0,99.9,0.1,26.75,1,0,0,0,0,0
2710,אום אל-פחם,2019,Knesset_22,17854,0.9017587095328778,0.446504267224326,2.758152941841406,0.0960831967444752,96.69925959418978,0.4,25.98,59.4,3.07,2400,8.52,2386,73.2,5869.82,10.54,9.6,44.16,15.98,18.36,40.0,31.36,2.38,797.1,4280,32.0,9.8,100.0,99.9,0.1,26.75,1,0,0,0,0,0
